"line","text","magazine","month","year"
5,"reward cards that pay you","Good Housekeeping",10,2012
6,"25 beauty buys steals that work","Good Housekeeping",10,2012
7,"the best no-guilt snack bars stash em in your purse","Good Housekeeping",10,2012
8,"do good feel good little ways to make a big difference ","Good Housekeeping",10,2012
1,"thanksgiving cookbook","Good Housekeeping",11,2012
2,"24 amazing recipes best store bought starters fun fool proof desserts","Good Housekeeping",11,2012
3,"choose joy how being grateful changes your brain","Good Housekeeping",11,2012
4,"8 food swaps equals 5 pounds off","Good Housekeeping",11,2012
5,"miranda lambert we lost everything from tough times to a happy life how the country star's faith led her to blake shelton","Good Housekeeping",11,2012
6,"concealer tricks from the pros under eye bags spots zits all gone","Good Housekeeping",11,2012
7,"the money guide what not to worry about","Good Housekeeping",11,2012
8,"plus blake's favorite pie recipe","Good Housekeeping",11,2012
1,"spend a little give a lot great gifts 3 dollars to 35 dollars","Good Housekeeping",12,2012
2,"holiday cookies made easy shhh it's store bought dough","Good Housekeeping",12,2012
3,"7 things anyone can do to be happier","Good Housekeeping",12,2012
4,"melissa mccarthy its whats inside that counts","Good Housekeeping",12,2012
5,"americas newest funny girl on why shes so confident and how shes raising strong daughters","Good Housekeeping",12,2012
6,"make it sparkle trim a gorgeous tree serve an amazing feast throw a wow party","Good Housekeeping",12,2012
7,"look amazing party styles that fix your figure plus best shapewear","Good Housekeeping",12,2012
1,"all new","Good Housekeeping",1,2013
2,"clutter free have the whole house organized in a month","Good Housekeeping",1,2013
3,"save 1263 dollars this year 4 places cash is hiding","Good Housekeeping",1,2013
4,"he still makes me feel sexy kyra sedgwick on her so close marriage to kevin bacon","Good Housekeeping",1,2013
5,"healthy fast food meals yep we found em","Good Housekeeping",1,2013
6,"no more boring chicken 14 new favorites inside","Good Housekeeping",1,2013
7,"tested best wrinkle erasers","Good Housekeeping",1,2013
1,"im finally living the way i want to how drew barrymore put her wild child past behind her to find real love","Good Housekeeping",2,2013
2,"the romance issue boost love in your life every day","Good Housekeeping",2,2013
3,"stop a heart attack cut your risk by 92 percent","Good Housekeeping",2,2013
4,"9 best products of the year to make your life easier","Good Housekeeping",2,2013
5,"anti aging haircuts fab styles and expert tips","Good Housekeeping",2,2013
6,"dinners for 2 special easy valentine recipes","Good Housekeeping",2,2013
1,"all new","Good Housekeeping",3,2013
2,"slow cooker suppers 16 recipes you havent tried before","Good Housekeeping",3,2013
3,"save 500 dollars in the next year","Good Housekeeping",3,2013
4,"instant stress relief feel happier with one quick change","Good Housekeeping",3,2013
5,"heloise's top cleaning tricks youll never guess what works","Good Housekeeping",3,2013
6,"no more back pain best at home cures","Good Housekeeping",3,2013
7,"alison sweeneys weight loss secrets her go to tip for fast results","Good Housekeeping",3,2013
1,"all new","Good Housekeeping",4,2013
2,"dr oz eat your way slim 3 meals 3 snacks no hunger","Good Housekeeping",4,2013
3,"the best 5 dollars youll spend this year it's not what you think","Good Housekeeping",4,2013
4,"skin docs secrets advice youve never heard ","Good Housekeeping",4,2013
5,"21 eyeglasses we test online offers","Good Housekeeping",4,2013
6,"quick and easy easter plus 4 delicious deviled eggs","Good Housekeeping",4,2013
7,"lose 10 pounds this month with my plan","Good Housekeeping",4,2013
1,"shortcut shortcake fix this yummy treat in under 15 minutes","Good Housekeeping",5,2013
2,"25 kitchen timesavers quick suppers smart swaps and anytime meals","Good Housekeeping",5,2013
3,"organized and elegant a prettier home in 3 hours","Good Housekeeping",5,2013
4,"10 minutes to calm declutter and destress","Good Housekeeping",5,2013
5,"new allergy breakthroughs triggers symptoms treatments","Good Housekeeping",5,2013
6,"why you cant lose weight secret sugar traps and how to spot em","Good Housekeeping",5,2013
1,"meredith vieira the health scare that changed everything your life sort of freezes","Good Housekeeping",6,2013
2,"super easy salads veggies chicken pasta and more","Good Housekeeping",6,2013
3," save 61 dollars on groceries this month","Good Housekeeping",6,2013
4,"drugstore beauty deals that really work plus 1000 freebies for you","Good Housekeeping",6,2013
5,"clean and cash in how to get the most out of a yard sale","Good Housekeeping",6,2013
6,"skin cancer you little signs you should never ignore","Good Housekeeping",6,2013
1,"32 diet tips","Good Housekeeping",7,2013
2,"best summer dinners 15 new fast ideas","Good Housekeeping",7,2013
3,"earn an extra 320 dollars the new way to save","Good Housekeeping",7,2013
4,"55 colorful ideas for your home wardrobe food and mood","Good Housekeeping",7,2013
5,"bargain buys fresh summer looks under 40 dollars","Good Housekeeping",7,2013
6,"hair color secrets gorgeous results at home","Good Housekeeping",7,2013
7,"weight loss success 6 real women lost it you can too","Good Housekeeping",7,2013
8,"before 172 pounds lost 34 pounds","Good Housekeeping",7,2013
9,"before 213 pounds lost 82 pounds","Good Housekeeping",7,2013
1,"drop 5 pounds now","Good Housekeeping",8,2013
2,"30 minute dinners 5 minute desserts get out of the kitchen fast","Good Housekeeping",8,2013
3,"the joy of keepsakes without the clutter","Good Housekeeping",8,2013
4,"savings plans for late starters fix your money mistakes","Good Housekeeping",8,2013
5,"summer skin secrets best products tips and tricks","Good Housekeeping",8,2013
6,"hugh jackmans recipe for romance what keeps his marriage rock solid","Good Housekeeping",8,2013
1,"save 200 dollars on gas","Good Housekeeping",9,2013
2,"inside trishas fridge","Good Housekeeping",9,2013
3,"9 best anti aging skin creams we tested hundreds","Good Housekeeping",9,2013
4,"organize everything how to tame clutter plus affordable decorating","Good Housekeeping",9,2013
5,"boost your metabolism foods that spark weight loss","Good Housekeeping",9,2013
6,"more energy the simple trick to try now","Good Housekeeping",9,2013
7,"trisha yearwood im 35 pounds lighter","Good Housekeeping",9,2013
8,"her simple eating plan","Good Housekeeping",9,2013
9,"bonus trishas healthy new recipes","Good Housekeeping",9,2013
1,"halloween bonus cute crafts and yummy treats","Good Housekeeping",10,2013
2,"save 600 dollars this year","Good Housekeeping",10,2013
3,"the best 2 minute breakfast","Good Housekeeping",10,2013
4,"easy fall dinners 30 plus fresh and new recipes","Good Housekeeping",10,2013
5,"michael j fox how i stay positive he shares the source of his strength","Good Housekeeping",10,2013
6,"clean house calm mind 8 ways to get organized","Good Housekeeping",10,2013
1,"how to fake a clean house","Good Housekeeping",11,2013
2,"declutter your kitchen quick and simple organizing tricks","Good Housekeeping",11,2013
3,"the best money saving websites","Good Housekeeping",11,2013
4,"be calmer every day 5 little words that help","Good Housekeeping",11,2013
5,"better skin guaranteed what top derms want you to know","Good Housekeeping",11,2013
6,"the barefoot contessas easiest ever thanksgiving inas foolproof recipes make ahead game plan time saving tips","Good Housekeeping",11,2013
1,"amazing cookies and foolproof holiday dinners all new recipes from our test kitchens","Good Housekeeping",12,2013
2,"smart ways to save this season yes its possible","Good Housekeeping",12,2013
3,"heal yourself no drug alternatives","Good Housekeeping",12,2013
4,"a hand crafted christmas simple charming and easy","Good Housekeeping",12,2013
5,"gifts theyll love 99 cents to 35 dollars for friends family everyone","Good Housekeeping",12,2013
1,"98 hot ideas to start your year","Good Housekeeping",1,2014
2,"super easy slow cooker suppers less shopping and chopping","Good Housekeeping",1,2014
3,"put 75 dollars in your pocket every month","Good Housekeeping",1,2014
4,"queen latifah my faith comes first how she survived her darkest moment and found joy","Good Housekeeping",1,2014
5,"organize everything even if youve only got 10 minutes","Good Housekeeping",1,2014
6,"wake up happy when its cold and dark out","Good Housekeeping",1,2014
7,"your life simplified tools to make every day easier","Good Housekeeping",1,2014
1,"one pan 5 ingredients herbed skillet chicken","Good Housekeeping",2,2014
2,"easy meals delish dinners and guilt free desserts","Good Housekeeping",2,2014
3,"vip awards best new products to make your life better","Good Housekeeping",2,2014
4,"quick declutter any room in your house","Good Housekeeping",2,2014
5,"winter skin savers 18 ways to soothe and smooth","Good Housekeeping",2,2014
6,"drop pounds fast our breakthrough plan","Good Housekeeping",2,2014
1,"smart shopping secrets beat the system and save big!","Good Housekeeping",3,2014
2,"simple immune boosters (no more colds!)","Good Housekeeping",3,2014
3,"all-new comfort food","Good Housekeeping",3,2014
4,"22 easy recipes you haven't tried before","Good Housekeeping",3,2014
5,"fun, fast makeovers for every room","Good Housekeeping",3,2014
6,"get organized mini projects, max payoff!","Good Housekeeping",3,2014
7,"cheesy bacon and butternut squash pasta","Good Housekeeping",3,2014
1,"why chocolate doesn't make you fat","Good Housekeeping",4,2014
2,"egg-cellent decorating ideas","Good Housekeeping",4,2014
3,"spring fling! fun, festive easter effortless meals for every occasion","Good Housekeeping",4,2014
4,"make 200 dollars instantly it's lying around your house","Good Housekeeping",4,2014
5,"15 minutes to fit anyone can do it","Good Housekeeping",4,2014
6,"risky drugs when to say no to your doc","Good Housekeeping",4,2014
7,"try our easiest ever sticky buns ","Good Housekeeping",4,2014
1,"52 easy spring recipes","Good Housekeeping",5,2014
2,"slimming secrets: easy fat burners, the sleep diet, smart treats","Good Housekeeping",5,2014
3,"gh exclusive: robin roberts in her own words","Good Housekeeping",5,2014
4,"a must-read for anyone who's ever felt like giving up","Good Housekeeping",5,2014
5,"100 best buys of the year","Good Housekeeping",5,2014
6,"beauty awards","Good Housekeeping",5,2014
7,"gh lab tested! reader approved!","Good Housekeeping",5,2014
8,"deals that really work for 10 dollars or less","Good Housekeeping",5,2014
9,"organizing: laundry room makeover","Good Housekeeping",5,2014
10,"top washers and stainbusters: simplify your wash day!","Good Housekeeping",5,2014
1,"219 fresh ideas for your greatest summer ever","Good Housekeeping",6,2014
2,"backyard quenchers, guy fieri's chicken grill, savory sides","Good Housekeeping",6,2014
3,"best bbq recipes","Good Housekeeping",6,2014
4,"dig in! juicy ribs, sizzlin' grilled corn, awesome burgers, campfire treats, finger-lickin' chicken and more!!","Good Housekeeping",6,2014
5,"easy outdoor entertaining","Good Housekeeping",6,2014
6,"10 health mistakes: how to stop making them","Good Housekeeping",6,2014
7,"grown-up s'mores: salted caramel!","Good Housekeeping",6,2014
8,"get organized: your biggest clutter problem--solved!","Good Housekeeping",6,2014
1,"secret recipe: new twist on fried chicken, no mess!","Good Housekeeping",7,2014
2,"diet magic: exactly how to drop 14 pounds","Good Housekeeping",7,2014
3,"delicious summer: best frozen treats, no-cook meals, crowd-pleasing punch","Good Housekeeping",7,2014
4,"fresh fruit slushies","Good Housekeeping",7,2014
5,"tested beat the heat mascaras","Good Housekeeping",7,2014
6,"15 clutter fixes: create more space in every room","Good Housekeeping",7,2014
7,"what to wear: deals under 90 dollars! 45 dollars! 10 dollars!","Good Housekeeping",7,2014
8,"cake that won't make you fat!","Good Housekeeping",7,2014
1,"15 diy home tricks: make over any room","Good Housekeeping",8,2014
2,"slim no gym (fab arms included!)","Good Housekeeping",8,2014
3,"sheryl crow finding true love: how she balances blind dates and bedtime stories","Good Housekeeping",8,2014
4,"awesome outfits from 24 dollars","Good Housekeeping",8,2014
5,"health report: more than a headache, what's normal? what's not?","Good Housekeeping",8,2014
6,"summer desserts: yum! fruit pies! cinnamon ice cream! mini raspberry cheesecakes!","Good Housekeeping",8,2014
1,"quick-cook suppers: grilled salads, fresh pasta and gourmet pizzas and easy skillet apple pie","Good Housekeeping",9,2014
2,"sneak peek! jodi picoult's new novel","Good Housekeeping",9,2014
3,"katherine heigl: being a mom changed me","Good Housekeeping",9,2014
4,"katie dishes on the grey's anatomy backlash and her new life at home with her adopted girls and their 36 pets!","Good Housekeeping",9,2014
